OrderID,CustomerID,CustomerName,Age,City,Email,Department,OrderDate,ProductCategory,PaymentMode,OrderStatus,UnitPrice,Quantity,DiscountPct,Revenue,Rating,IsReturningCustomer,is_price_outlier,OrderMonth,OrderYear,CityTier,AgeGroup
ORD508065,CUST108065,Arjun Mukherjee,23.0,Noida,arjun.mukherjee@yahoo.com,Not Applicable,2022-09-01,Groceries,Debit Card,Cancelled,858.96,5.0,15,3650.58,4.0,True,False,9,2022,Tier 2,18-25
ORD505314,CUST105314,Rohan Menon,35.0,Delhi,rohan.menon@yahoo.com,Engineering,2024-09-01,Furniture,Debit Card,Returned,1109.97,3.0,0,3329.91,5.0,False,False,9,2024,Tier 1,26-35
ORD515299,CUST115299,Aarav Ghosh,20.0,Gurgaon,aarav.ghosh@yahoo.com,Engineering,2025-05-07,Sports,UPI,Pending,591.41,5.0,0,2957.05,1.0,True,False,5,2025,Tier 2,18-25
ORD514318,CUST114318,Vikram Gupta,56.0,Delhi,vikram.gupta@gmail.com,Not Applicable,2024-07-10,Sports,UPI,Completed,311.25,2.0,0,622.5,4.0,False,False,7,2024,Tier 1,56+
ORD504647,CUST104647,Pallavi Mishra,58.0,Bangalore,pallavi.mishra@gmail.com,Not Applicable,2022-03-20,Electronics,Debit Card,Returned,912.45,1.0,0,912.45,5.0,True,False,3,2022,Tier 1,56+
ORD507503,CUST107503,Anjali Joshi,57.0,Pune,anjali.joshi@gmail.com,Marketing,2025-04-28,Groceries,Net Banking,Cancelled,172.29,1.0,0,172.29,,True,False,4,2025,Tier 1,56+
ORD506844,CUST106844,Nandini Dutta,24.0,Ahmedabad,nandini.dutta@gmail.com,Not Applicable,2025-11-03,Sports,Debit Card,Pending,1981.45,3.0,0,5944.35,3.0,True,False,11,2025,Tier 2,18-25
ORD507171,CUST107171,Isha Chowdhury,27.0,Pune,isha.chowdhury@gmail.com,Not Applicable,2022-06-07,Toys,Debit Card,Completed,1499.93,1.0,10,1349.94,3.0,False,False,6,2022,Tier 1,26-35
ORD508726,CUST108726,Ravi Sen,44.0,Chennai,ravi.sen@yahoo.com,Not Applicable,2023-04-27,Home & Kitchen,Debit Card,Cancelled,279.07,3.0,0,837.21,4.0,True,False,4,2023,Tier 1,36-45
ORD511454,CUST111454,Gaurav Das,60.0,Kolkata,gaurav.das@gmail.com,Not Applicable,2022-08-24,Beauty,UPI,Completed,1005.55,2.0,0,2011.1,5.0,False,False,8,2022,Tier 1,56+
ORD512588,CUST112588,Ishita Gupta,28.0,Mumbai,,Not Applicable,2024-05-17,Beauty,Net Banking,Cancelled,1800.91,2.0,0,3601.82,4.0,True,False,5,2024,Tier 1,26-35
ORD515591,CUST115591,Aarav Banerjee,42.0,Delhi,aarav.banerjee@gmail.com,Not Applicable,2024-07-14,Groceries,COD,Cancelled,2307.97,3.0,0,6923.91,3.0,False,False,7,2024,Tier 1,36-45
ORD509933,CUST109933,Riya Ghosh,43.0,Mumbai,riya.ghosh@yahoo.com,Not Applicable,2025-06-22,Groceries,Credit Card,Pending,1483.12,2.0,0,2966.24,2.0,False,False,6,2025,Tier 1,36-45
ORD512871,CUST112871,Pallavi Patel,47.0,Kolkata,pallavi.patel@gmail.com,Not Applicable,2025-04-20,Books,Credit Card,Cancelled,2634.21,3.0,0,7902.63,5.0,False,False,4,2025,Tier 1,46-55
ORD512234,CUST112234,Divya Dutta,41.0,Mumbai,divya.dutta@yahoo.com,Not Applicable,2024-06-17,Home & Kitchen,UPI,Cancelled,2558.17,5.0,20,10232.68,3.0,False,False,6,2024,Tier 1,36-45
ORD519213,CUST119213,Ishita Bhatt,46.0,Ahmedabad,ishita.bhatt@gmail.com,Not Applicable,2023-12-30,Toys,Net Banking,Completed,517.06,3.0,20,1240.94,3.0,True,False,12,2023,Tier 2,46-55
ORD509223,CUST109223,Rajesh Chowdhury,27.0,Delhi,rajesh.chowdhury@yahoo.com,Not Applicable,2023-04-04,Home & Kitchen,Debit Card,Returned,2976.4,1.0,5,2827.58,5.0,True,False,4,2023,Tier 1,26-35
ORD501863,CUST101863,Kavya Chowdhury,34.0,Chennai,kavya.chowdhury@yahoo.com,Not Applicable,2022-02-09,Electronics,UPI,Completed,2754.49,4.0,0,11017.96,4.0,False,False,2,2022,Tier 1,26-35
ORD515232,CUST115232,Arjun Bose,44.0,Bangalore,arjun.bose@gmail.com,Not Applicable,2024-05-01,Apparel,Credit Card,Cancelled,223.97,2.0,10,403.15,5.0,True,False,5,2024,Tier 1,36-45
ORD518292,CUST118292,Shreya Ghosh,20.0,Bangalore,shreya.ghosh@yahoo.com,Not Applicable,2023-01-28,Groceries,COD,Cancelled,159.06,3.0,0,477.18,2.0,True,False,1,2023,Tier 1,18-25
ORD515974,CUST115974,Rajesh Rao,52.0,Mumbai,rajesh.rao@gmail.com,Not Applicable,2022-06-29,Home & Kitchen,UPI,Completed,496.26,5.0,0,2481.3,4.0,False,False,6,2022,Tier 1,46-55
ORD506743,CUST106743,Sneha Dutta,33.0,Kolkata,sneha.dutta@yahoo.com,Not Applicable,2025-02-09,Electronics,Credit Card,Cancelled,1465.44,3.0,0,4396.32,4.0,True,False,2,2025,Tier 1,26-35
ORD516114,CUST116114,Pooja Trivedi,19.0,Gurgaon,pooja.trivedi@yahoo.com,Not Applicable,2023-01-07,Furniture,Net Banking,Completed,1266.22,1.0,15,1076.29,4.0,True,False,1,2023,Tier 2,18-25
ORD504000,CUST104000,Gaurav Sharma,27.0,Kolkata,gaurav.sharma@yahoo.com,Sales,2022-05-17,Apparel,Net Banking,Completed,2988.44,1.0,0,2988.44,5.0,False,False,5,2022,Tier 1,26-35
ORD511555,CUST111555,Anjali Trivedi,48.0,Delhi,anjali.trivedi@gmail.com,Not Applicable,2024-07-28,Furniture,UPI,In Progress,2326.7,3.0,0,6980.1,4.0,False,False,7,2024,Tier 1,46-55
ORD505550,CUST105550,Ravi Iyer,44.0,Bangalore,ravi.iyer@gmail.com,Not Applicable,2022-10-18,Toys,COD,Cancelled,241.07,2.0,0,482.14,4.0,False,False,10,2022,Tier 1,36-45
ORD513884,CUST113884,Kavya Patel,41.0,Kolkata,kavya.patel@yahoo.com,Not Applicable,2022-11-10,Home & Kitchen,COD,Cancelled,455.56,3.0,10,1230.01,4.0,True,False,11,2022,Tier 1,36-45
ORD501937,CUST101937,Karan Agarwal,41.0,Kolkata,karan.agarwal@gmail.com,Support,2025-06-19,Sports,Debit Card,Returned,3967.54,4.0,20,12696.13,4.0,False,False,6,2025,Tier 1,36-45
ORD510149,CUST110149,Ritika Menon,32.0,Mumbai,ritika.menon@gmail.com,Not Applicable,2023-11-02,Sports,Credit Card,In Progress,345.75,4.0,5,1313.85,3.0,False,False,11,2023,Tier 1,26-35
ORD517909,CUST117909,Pallavi Pillai,38.0,Gurgaon,pallavi.pillai@yahoo.com,Not Applicable,2023-05-24,Furniture,Debit Card,Completed,879.95,3.0,5,2507.86,2.0,False,False,5,2023,Tier 2,36-45
ORD511552,CUST111552,Rahul Bose,25.0,Chennai,rahul.bose@yahoo.com,Not Applicable,2024-04-12,Books,Debit Card,Cancelled,3816.82,4.0,0,15267.28,5.0,False,False,4,2024,Tier 1,18-25
ORD513452,CUST113452,Pallavi Patel,62.0,Pune,pallavi.patel@yahoo.com,Not Applicable,2022-07-20,Furniture,UPI,Cancelled,3537.41,1.0,10,3183.67,5.0,True,False,7,2022,Tier 1,56+
ORD513588,CUST113588,Priya Dutta,62.0,Chennai,priya.dutta@yahoo.com,HR,2022-10-08,Electronics,Net Banking,Completed,870.76,4.0,0,3483.04,3.0,False,False,10,2022,Tier 1,56+
ORD517782,CUST117791,Pooja Rao,53.0,Gurgaon,pooja.rao@gmail.com,Not Applicable,2023-10-05,Furniture,Net Banking,Completed,603.01,3.0,20,1447.22,4.0,True,False,10,2023,Tier 2,46-55
ORD501231,CUST101231,Ravi Mukherjee,46.0,Bangalore,ravi.mukherjee@yahoo.com,Engineering,2025-02-25,Home & Kitchen,Debit Card,Cancelled,252.29,4.0,10,908.24,3.0,True,False,2,2025,Tier 1,46-55
ORD509620,CUST109620,Varun Chowdhury,49.0,Pune,varun.chowdhury@gmail.com,Not Applicable,2022-11-14,Electronics,Net Banking,In Progress,596.12,1.0,20,476.9,5.0,True,False,11,2022,Tier 1,46-55
ORD517757,CUST117757,Priya Verma,47.0,Bangalore,priya.verma@gmail.com,Not Applicable,2025-06-23,Electronics,UPI,Cancelled,3804.78,1.0,0,3804.78,5.0,True,False,6,2025,Tier 1,46-55
ORD514108,CUST114108,Divya Chowdhury,36.0,Chennai,divya.chowdhury@yahoo.com,Not Applicable,2023-04-26,Furniture,COD,Completed,591.97,2.0,10,1065.55,,True,False,4,2023,Tier 1,36-45
ORD500928,CUST100928,Pallavi Rao,21.0,Bangalore,pallavi.rao@gmail.com,Not Applicable,2025-06-01,Sports,COD,Returned,913.27,2.0,5,1735.21,5.0,True,False,6,2025,Tier 1,18-25
ORD517653,CUST117653,Divya Trivedi,60.0,Noida,divya.trivedi@gmail.com,Not Applicable,2024-09-19,Groceries,UPI,Returned,286.33,1.0,20,229.06,5.0,True,False,9,2024,Tier 2,56+
ORD519596,CUST119596,Shreya Agarwal,55.0,Bangalore,shreya.agarwal@gmail.com,Not Applicable,2022-04-06,Toys,COD,Cancelled,1246.09,5.0,5,5918.93,4.0,True,False,4,2022,Tier 1,46-55
ORD511011,CUST111011,Aditya Das,50.0,Delhi,aditya.das@gmail.com,Not Applicable,2023-06-19,Electronics,COD,Cancelled,5809.72,4.0,0,23238.88,4.0,False,True,6,2023,Tier 1,46-55
ORD514645,CUST114645,Swati Verma,55.0,Pune,swati.verma@yahoo.com,Not Applicable,2023-02-26,Electronics,UPI,In Progress,597.1,5.0,0,2985.5,5.0,False,False,2,2023,Tier 1,46-55
ORD513617,CUST113617,Deepak Banerjee,50.0,Mumbai,deepak.banerjee@gmail.com,Not Applicable,2025-06-13,Toys,UPI,Completed,1360.76,1.0,15,1156.65,5.0,True,False,6,2025,Tier 1,46-55
ORD508630,CUST108630,Pallavi Singh,54.0,Ahmedabad,pallavi.singh@yahoo.com,Not Applicable,2025-02-14,Furniture,Debit Card,Pending,1321.93,3.0,0,3965.79,2.0,False,False,2,2025,Tier 2,46-55
ORD510095,CUST110095,Riya Nair,53.0,Mumbai,,Not Applicable,2024-12-07,Books,Debit Card,Completed,6431.65,5.0,10,28942.42,5.0,False,True,12,2024,Tier 1,46-55
ORD502671,CUST102671,Manish Chowdhury,33.0,Bangalore,manish.chowdhury@yahoo.com,Not Applicable,2023-12-18,Apparel,UPI,Pending,4325.24,5.0,20,17300.96,4.0,False,False,12,2023,Tier 1,26-35
ORD511434,CUST111434,Vikram Desai,44.0,Ahmedabad,vikram.desai@yahoo.com,HR,2024-08-15,Books,Debit Card,In Progress,1357.6,5.0,0,6788.0,3.0,False,False,8,2024,Tier 2,36-45
ORD519461,CUST119461,Deepak Joshi,27.0,Chennai,deepak.joshi@gmail.com,Engineering,2023-01-27,Books,COD,Cancelled,1890.77,1.0,15,1607.15,1.0,True,False,1,2023,Tier 1,26-35
ORD500903,CUST100903,Pallavi Sharma,63.0,Delhi,pallavi.sharma@gmail.com,Not Applicable,2023-04-06,Home & Kitchen,Debit Card,Returned,3248.88,4.0,0,12995.52,5.0,True,False,4,2023,Tier 1,56+
ORD518792,CUST118792,Manish Das,19.0,Bangalore,manish.das@yahoo.com,Not Applicable,2025-03-27,Home & Kitchen,Net Banking,Cancelled,275.49,5.0,0,1377.45,5.0,True,False,3,2025,Tier 1,18-25
ORD500155,CUST100155,Divya Dutta,39.0,Kolkata,divya.dutta@yahoo.com,Not Applicable,2022-06-04,Furniture,COD,Pending,3429.63,3.0,20,8231.11,4.0,False,False,6,2022,Tier 1,36-45
ORD506454,CUST106454,Pooja Joshi,41.0,Chennai,pooja.joshi@gmail.com,Engineering,2022-08-04,Beauty,UPI,Returned,424.81,1.0,5,403.57,5.0,False,False,8,2022,Tier 1,36-45
ORD510723,CUST110723,Ishita Saxena,45.0,Gurgaon,ishita.saxena@yahoo.com,Not Applicable,2024-11-23,Home & Kitchen,COD,Completed,486.35,1.0,20,389.08,4.0,True,False,11,2024,Tier 2,36-45
ORD501047,CUST101047,Pallavi Rao,58.0,Bangalore,pallavi.rao@gmail.com,Not Applicable,2022-09-01,Apparel,UPI,Cancelled,460.99,1.0,0,460.99,4.0,False,False,9,2022,Tier 1,56+
ORD517945,CUST117945,Anjali Dutta,53.0,Bangalore,,Not Applicable,2023-04-18,Beauty,Net Banking,Pending,1170.4,2.0,0,2340.8,,True,False,4,2023,Tier 1,46-55
ORD507290,CUST107290,Ravi Ghosh,41.0,Kolkata,ravi.ghosh@gmail.com,Not Applicable,2023-11-03,Electronics,UPI,Cancelled,59973.5,2.0,15,101954.95,4.0,False,True,11,2023,Tier 1,36-45
ORD502029,CUST102029,Gaurav Menon,44.0,Delhi,gaurav.menon@yahoo.com,Not Applicable,2022-11-16,Beauty,UPI,Completed,1049.36,4.0,20,3357.95,1.0,False,False,11,2022,Tier 1,36-45
ORD517437,CUST117437,Simran Patel,34.0,Hyderabad,simran.patel@gmail.com,Not Applicable,2025-03-11,Home & Kitchen,Net Banking,Cancelled,1280.39,5.0,10,5761.76,3.0,False,False,3,2025,Tier 1,26-35
ORD501411,CUST101411,Pooja Gupta,42.0,Noida,pooja.gupta@gmail.com,Not Applicable,2022-12-22,Toys,UPI,Cancelled,1921.31,1.0,20,1537.05,4.0,True,False,12,2022,Tier 2,36-45
ORD505481,CUST105481,Swati Iyer,47.0,Delhi,swati.iyer@yahoo.com,Not Applicable,2024-01-31,Apparel,UPI,Pending,2422.78,5.0,0,12113.9,1.0,True,False,1,2024,Tier 1,46-55
ORD513467,CUST113467,Ishita Joshi,42.0,Mumbai,ishita.joshi@yahoo.com,Not Applicable,2025-06-14,Apparel,Debit Card,In Progress,798.26,4.0,0,3193.04,1.0,True,False,6,2025,Tier 1,36-45
ORD515177,CUST115177,Pooja Trivedi,37.0,Chennai,pooja.trivedi@gmail.com,Marketing,2025-03-22,Toys,Net Banking,Pending,5899.34,1.0,0,5899.34,4.0,True,True,3,2025,Tier 1,36-45
ORD515581,CUST115581,Neha Kulkarni,29.0,Mumbai,neha.kulkarni@gmail.com,Not Applicable,2022-08-09,Toys,COD,Completed,268.69,5.0,0,1343.45,3.0,True,False,8,2022,Tier 1,26-35
ORD518794,CUST118794,Gaurav Trivedi,41.0,Mumbai,gaurav.trivedi@yahoo.com,Finance,2024-04-10,Beauty,UPI,Pending,503.55,2.0,5,956.74,5.0,True,False,4,2024,Tier 1,36-45
ORD512013,CUST112013,Ritika Rao,60.0,Mumbai,ritika.rao@gmail.com,Engineering,2023-07-19,Toys,Net Banking,Pending,346.8,4.0,5,1317.84,3.0,True,False,7,2023,Tier 1,56+
ORD500937,CUST100937,Neha Gupta,42.0,Kolkata,neha.gupta@gmail.com,Not Applicable,2022-12-24,Sports,COD,Returned,1776.23,4.0,0,7104.92,4.0,True,False,12,2022,Tier 1,36-45
ORD504868,CUST104868,Riya Kapoor,43.0,Mumbai,riya.kapoor@gmail.com,Not Applicable,2022-12-02,Toys,Debit Card,Cancelled,381.1,2.0,15,647.87,5.0,False,False,12,2022,Tier 1,36-45
ORD502872,CUST102872,Sourav Gupta,50.0,Noida,sourav.gupta@gmail.com,Not Applicable,2022-11-09,Electronics,COD,Cancelled,1446.34,4.0,0,5785.36,5.0,True,False,11,2022,Tier 2,46-55
ORD515522,CUST115522,Vikram Reddy,30.0,Gurgaon,vikram.reddy@gmail.com,Not Applicable,2024-12-03,Home & Kitchen,Net Banking,Cancelled,1104.92,1.0,0,1104.92,4.0,True,False,12,2024,Tier 2,26-35
ORD509791,CUST109791,Aarav Banerjee,32.0,Kolkata,aarav.banerjee@gmail.com,Not Applicable,2022-02-05,Books,Net Banking,Cancelled,244.85,2.0,5,465.22,,False,False,2,2022,Tier 1,26-35
ORD504274,CUST104274,Karan Menon,50.0,Delhi,karan.menon@gmail.com,Not Applicable,2022-11-03,Sports,UPI,Completed,150.81,1.0,0,150.81,5.0,True,False,11,2022,Tier 1,46-55
ORD515134,CUST115134,  KAVYA BANERJEE  ,44.0,Delhi,kavya.banerjee@yahoo.com,Not Applicable,2024-12-18,Home & Kitchen,Net Banking,Pending,1764.81,3.0,20,4235.54,5.0,True,False,12,2024,Tier 1,36-45
ORD508409,CUST108409,Sanjay Trivedi,45.0,Hyderabad,sanjay.trivedi@gmail.com,Not Applicable,2023-04-06,Home & Kitchen,Net Banking,Pending,183.75,3.0,0,551.25,5.0,False,False,4,2023,Tier 1,36-45
ORD502754,CUST102754,Aarav Bose,58.0,Ahmedabad,aarav.bose@yahoo.com,Not Applicable,2025-06-22,Home & Kitchen,COD,Cancelled,632.46,4.0,10,2276.86,4.0,False,False,6,2025,Tier 2,56+
ORD515058,CUST115058,Isha Desai,39.0,Bangalore,isha.desai@gmail.com,Engineering,2025-05-26,Furniture,Net Banking,Returned,6021.48,2.0,20,9634.37,5.0,True,True,5,2025,Tier 1,36-45
ORD519514,CUST119514,  ARJUN GHOSH  ,31.0,Delhi,arjun.ghosh@gmail.com,Not Applicable,2022-04-18,Sports,Net Banking,Returned,103.55,5.0,15,440.09,4.0,True,False,4,2022,Tier 1,26-35
ORD508340,CUST108340,Rahul Rao,47.0,Mumbai,rahul.rao@gmail.com,Not Applicable,2024-02-11,Groceries,UPI,Returned,1701.41,2.0,0,3402.82,4.0,True,False,2,2024,Tier 1,46-55
ORD517851,CUST117851,Neha Kapoor,55.0,Mumbai,neha.kapoor@yahoo.com,Not Applicable,2023-07-15,Sports,COD,Cancelled,752.26,3.0,20,1805.42,2.0,False,False,7,2023,Tier 1,46-55
ORD517361,CUST117361,Ishita Agarwal,25.0,Mumbai,,Not Applicable,2022-05-30,Groceries,COD,Completed,664.27,2.0,10,1195.69,,False,False,5,2022,Tier 1,18-25
ORD500695,CUST100695,Ananya Sen,59.0,Mumbai,ananya.sen@gmail.com,Not Applicable,2023-10-03,Groceries,Debit Card,Cancelled,3922.91,4.0,15,13337.89,4.0,True,False,10,2023,Tier 1,56+
ORD514505,CUST114505,Nikhil Banerjee,32.0,Chennai,nikhil.banerjee@yahoo.com,Not Applicable,2022-12-26,Electronics,Debit Card,Cancelled,3678.16,3.0,10,9931.03,4.0,True,False,12,2022,Tier 1,26-35
ORD506349,CUST106349,Kavya Sharma,20.0,Bangalore,kavya.sharma@yahoo.com,Support,2024-10-27,Groceries,Credit Card,Returned,3553.76,3.0,5,10128.22,3.0,False,False,10,2024,Tier 1,18-25
ORD501602,CUST101602,Harsh Chowdhury,48.0,Delhi,harsh.chowdhury@gmail.com,Not Applicable,2023-05-08,Home & Kitchen,COD,Completed,1405.4,5.0,10,6324.3,,True,False,5,2023,Tier 1,46-55
ORD519510,CUST119510,Abhishek Trivedi,37.0,Gurgaon,abhishek.trivedi@gmail.com,Not Applicable,2022-06-20,Toys,COD,Pending,3062.15,4.0,20,9798.88,4.0,True,False,6,2022,Tier 2,36-45
ORD506685,CUST106685,Deepak Sen,42.0,Bangalore,deepak.sen@gmail.com,Sales,2024-06-03,Toys,Debit Card,Returned,2715.17,5.0,0,13575.85,1.0,False,False,6,2024,Tier 1,36-45
ORD500507,CUST100507,Pooja Saxena,23.0,Bangalore,pooja.saxena@gmail.com,Not Applicable,2022-02-21,Books,COD,Returned,784.83,1.0,5,745.59,4.0,True,False,2,2022,Tier 1,18-25
ORD519144,CUST119144,Ananya Sharma,49.0,Hyderabad,ananya.sharma@gmail.com,Not Applicable,2023-10-12,Toys,COD,Cancelled,1076.75,3.0,15,2745.71,2.0,False,False,10,2023,Tier 1,46-55
ORD509841,CUST109841,Aarav Pillai,33.0,Noida,aarav.pillai@yahoo.com,Engineering,2024-04-22,Furniture,COD,In Progress,365.22,3.0,15,931.31,4.0,False,False,4,2024,Tier 2,26-35
ORD511394,CUST111394,Rohan Trivedi,28.0,Bangalore,rohan.trivedi@gmail.com,Not Applicable,2025-07-02,Home & Kitchen,UPI,Completed,1775.01,3.0,10,4792.53,4.0,False,False,7,2025,Tier 1,26-35
ORD516276,CUST116276,Ananya Kapoor,35.0,Bangalore,ananya.kapoor@yahoo.com,Engineering,2024-03-11,Electronics,UPI,Completed,378.25,3.0,5,1078.01,4.0,True,False,3,2024,Tier 1,26-35
ORD513649,CUST113649,Amit Mukherjee,25.0,Bangalore,amit.mukherjee@yahoo.com,Not Applicable,2023-01-13,Furniture,Credit Card,Completed,2534.81,5.0,0,12674.05,,False,False,1,2023,Tier 1,18-25
ORD519886,CUST119886,Ravi Singh,36.0,Bangalore,ravi.singh@gmail.com,Marketing,2022-12-27,Apparel,UPI,Returned,2224.76,2.0,0,4449.52,1.0,False,False,12,2022,Tier 1,36-45
ORD510659,CUST110659,Ananya Mukherjee,33.0,Delhi,ananya.mukherjee@gmail.com,Not Applicable,2024-05-22,Apparel,COD,Completed,597.1,2.0,0,1194.2,2.0,False,False,5,2024,Tier 1,26-35
ORD518618,CUST118618,Sanjay Agarwal,58.0,Mumbai,sanjay.agarwal@yahoo.com,Marketing,2022-06-12,Groceries,Credit Card,Cancelled,166.37,2.0,5,316.1,,True,False,6,2022,Tier 1,56+
